É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2023/02/15 23:56:00

,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy
2020/11/12,4.3,8,1,0,1,8,1,10.09,8,1,3,0,8,1,2.5,8,1,0.8,8,1,0,1,8,1,1027.4,8,1,8.8,0,8,1
2020/11/13,8.4,8,1,5.0,0,8,1,5.56,8,1,1,0,8,1,3.5,5,1,9.8,8,1,0,1,8,1,1016.4,8,1,2.1,0,8,1
2020/11/14,6.3,8,1,0.5,0,8,1,2.04,8,1,0,1,8,1,4.7,8,1,7.3,8,1,0,1,8,1,1021.0,8,1,0.1,0,8,1
2020/11/15,6.4,8,1,0,1,8,1,6.68,8,1,0,1,8,1,2.0,8,1,7.5,8,1,0,1,8,1,1019.9,8,1,4.0,0,8,1
2020/11/16,8.3,8,1,0.0,0,8,1,2.41,8,1,0,1,8,1,5.0,8,1,7.8,8,1,0,1,8,1,1014.5,8,1,0.8,0,8,1
2020/11/17,6.2,8,1,0.0,0,8,1,8.25,8,1,0,1,8,1,4.2,8,1,6.8,8,1,0,1,8,1,1022.4,8,1,7.0,0,8,1
2020/11/18,9.7,8,1,1.0,0,8,1,2.62,8,1,0,1,8,1,2.0,8,1,9.8,8,1,0,1,8,1,1017.5,8,1,0.1,0,8,1
2020/11/19,9.4,8,1,13.0,0,8,1,1.70,8,1,0,1,8,1,5.0,8,1,10.0,8,1,0,1,8,1,1008.9,8,1,0.0,0,8,1
2020/11/20,11.5,8,1,7.5,0,8,1,2.14,8,1,0,1,8,1,3.8,5,1,10.0,8,1,0,1,8,1,997.6,8,1,0.0,0,8,1
2020/11/21,5.2,8,1,8.0,0,8,1,2.78,8,1,0,1,8,1,2.7,8,1,9.8,8,1,0,1,8,1,1011.7,8,1,0.5,0,8,1
2020/11/22,4.6,8,1,5.0,0,8,1,3.74,8,1,0,1,8,1,3.6,8,1,10.0,8,1,0,1,8,1,1012.2,8,1,0.5,0,8,1
2020/11/23,2.2,8,1,9.5,0,8,1,5.51,8,1,5,0,8,1,3.1,8,1,8.0,8,1,5,0,8,1,1010.4,8,1,2.5,0,8,1
2020/11/24,3.0,8,1,1.0,0,8,1,7.27,8,1,7,0,8,1,3.6,8,1,7.5,8,1,4,0,8,1,1017.9,8,1,4.1,0,8,1
2020/11/25,4.5,8,1,0,1,8,1,8.99,8,1,0,1,8,1,2.2,8,1,7.8,8,1,0,1,8,1,1018.7,8,1,6.6,0,8,1
2020/11/26,3.8,8,1,2.0,0,8,1,4.49,8,1,0,1,8,1,4.4,8,1,9.0,8,1,0,1,8,1,1015.3,8,1,2.3,0,8,1
2020/11/27,2.3,8,1,0.0,0,8,1,2.38,8,1,0,1,8,1,1.6,8,1,10.0,8,1,0,1,8,1,1016.8,8,1,0.0,0,8,1
2020/11/28,1.7,8,1,3.0,0,8,1,2.42,8,1,0,0,8,1,2.2,8,1,10.0,8,1,0,1,8,1,1010.9,8,1,0.1,0,8,1
2020/11/29,2.3,8,1,0.0,0,8,1,4.12,8,1,0,0,8,1,2.5,8,1,8.8,8,1,0,1,8,1,1016.2,8,1,1.1,0,8,1
2020/11/30,0.8,8,1,0.0,0,8,1,3.64,8,1,0,1,8,1,2.0,8,1,6.5,8,1,0,1,8,1,1019.4,8,1,1.2,0,8,1
2020/12/1,-1.0,8,1,0.0,0,8,1,5.19,8,1,1,0,8,1,3.2,8,1,6.3,8,1,1,0,8,1,1021.1,8,1,3.1,0,8,1
2020/12/2,0.1,8,1,0.0,0,8,1,4.95,8,1,0,1,8,1,2.5,8,1,5.5,8,1,0,1,8,1,1021.1,8,1,3.2,0,8,1
2020/12/3,0.4,8,1,0.0,0,8,1,3.53,8,1,0,1,8,1,1.9,8,1,7.8,8,1,0,1,8,1,1013.6,8,1,0.5,0,8,1
2020/12/4,0.8,8,1,0.0,0,8,1,5.67,8,1,0,1,8,1,2.6,8,1,8.0,8,1,0,1,8,1,1015.7,8,1,3.7,0,8,1
2020/12/5,3.3,8,1,0.0,0,8,1,4.43,8,1,0,1,8,1,1.6,8,1,7.0,8,1,0,1,8,1,1017.6,8,1,1.5,0,8,1
2020/12/6,3.6,8,1,0,1,8,1,5.05,8,1,0,1,8,1,1.5,8,1,5.8,8,1,0,1,8,1,1018.5,8,1,2.1,0,8,1
2020/12/7,2.3,8,1,1.0,0,8,1,5.37,8,1,0,0,8,1,2.6,8,1,8.3,8,1,0,1,8,1,1013.1,8,1,3.9,0,8,1
2020/12/8,0.9,8,1,0.0,0,8,1,4.97,8,1,0,0,8,1,4.0,8,1,8.0,8,1,0,1,8,1,1013.6,8,1,3.8,0,8,1
2020/12/9,1.8,8,1,0.0,0,8,1,4.18,8,1,0,1,8,1,2.3,8,1,9.5,8,1,0,1,8,1,1018.2,8,1,1.1,0,8,1
2020/12/10,2.9,8,1,0.0,0,8,1,5.45,8,1,0,1,8,1,1.6,8,1,6.5,8,1,0,1,8,1,1014.2,8,1,3.4,0,8,1
2020/12/11,2.9,8,1,0,1,8,1,4.64,8,1,0,1,8,1,1.8,8,1,4.3,8,1,0,1,8,1,1011.6,8,1,2.7,0,8,1
2020/12/12,1.5,8,1,0.0,0,8,1,5.92,8,1,0,1,8,1,3.9,8,1,7.3,8,1,0,1,8,1,1007.8,8,1,4.2,0,8,1
2020/12/13,-1.9,8,1,0.0,0,8,1,6.96,8,1,0,1,8,1,2.8,8,1,7.0,8,1,0,1,8,1,1004.7,8,1,4.2,0,8,1
2020/12/14,-4.0,8,1,0.5,0,8,1,7.15,8,1,3,0,8,1,3.5,8,1,9.5,8,1,3,0,8,1,1002.3,8,1,5.4,0,8,1
2020/12/15,-4.9,8,1,0.0,0,8,1,8.27,8,1,1,0,8,1,3.6,8,1,2.5,8,1,0,1,8,1,1001.5,8,1,7.5,0,8,1
2020/12/16,-4.0,8,1,2.5,0,8,1,6.76,8,1,4,0,8,1,4.9,8,1,7.5,8,1,4,0,8,1,1001.5,8,1,4.4,0,8,1
2020/12/17,-4.1,8,1,0.0,0,8,1,6.95,8,1,5,0,8,1,4.7,8,1,3.5,8,1,1,0,8,1,1005.1,8,1,5.4,0,8,1
2020/12/18,-2.6,8,1,2.0,0,8,1,5.93,8,1,7,0,8,1,3.3,8,1,9.3,8,1,4,0,8,1,1008.4,8,1,3.7,0,8,1
2020/12/19,-7.3,8,1,2.0,0,8,1,5.67,8,1,9,0,8,1,4.5,8,1,9.3,8,1,5,0,8,1,1007.3,8,1,3.4,0,8,1
2020/12/20,-6.6,8,1,4.5,0,8,1,2.55,8,1,13,0,8,1,2.9,8,1,6.8,8,1,5,0,8,1,1011.8,8,1,1.5,0,8,1
2020/12/21,-3.1,8,1,0,1,8,1,6.22,8,1,11,0,8,1,2.3,8,1,8.5,8,1,0,1,8,1,1012.3,8,1,3.7,0,8,1
2020/12/22,0.8,8,1,0,1,8,1,5.19,8,1,9,0,8,1,2.4,8,1,7.5,8,1,0,1,8,1,1014.2,8,1,2.0,0,8,1
2020/12/23,1.3,8,1,0,1,8,1,4.54,8,1,8,0,8,1,1.7,8,1,5.0,8,1,0,1,8,1,1011.8,8,1,1.7,0,8,1
2020/12/24,2.3,8,1,1.0,0,8,1,5.08,8,1,7,0,8,1,2.5,8,1,8.0,8,1,2,0,8,1,1001.7,8,1,3.0,0,8,1
2020/12/25,-1.2,8,1,3.0,0,8,1,5.00,8,1,11,0,8,1,3.4,8,1,7.5,8,1,4,0,8,1,1000.8,8,1,3.0,0,8,1
2020/12/26,-5.3,8,1,4.5,0,8,1,2.75,8,1,16,0,8,1,4.9,8,1,6.3,8,1,7,0,8,1,1009.6,8,1,1.3,0,8,1
2020/12/27,-3.7,8,1,0.0,0,8,1,7.07,8,1,14,0,8,1,3.4,8,1,7.5,8,1,0,1,8,1,1017.8,8,1,5.2,0,8,1
2020/12/28,-3.2,8,1,2.0,0,8,1,3.20,8,1,16,0,8,1,2.8,8,1,7.0,8,1,5,0,8,1,1016.0,8,1,0.0,0,8,1
2020/12/29,-4.2,8,1,0.0,0,8,1,4.92,8,1,15,0,8,1,2.6,8,1,8.3,8,1,0,1,8,1,1013.3,8,1,1.5,0,8,1
2020/12/30,-7.2,8,1,2.5,0,8,1,3.31,8,1,21,0,8,1,1.8,8,1,8.3,8,1,8,0,8,1,997.8,8,1,0.2,0,8,1
2020/12/31,-9.3,8,1,1.0,0,8,1,6.91,8,1,18,0,8,1,2.1,8,1,3.5,8,1,1,0,8,1,999.4,8,1,4.9,0,8,1
2021/1/1,-10.4,8,1,2.0,0,8,1,2.53,8,1,19,0,8,1,2.4,8,1,9.5,8,1,4,0,8,1,1006.9,8,1,0.0,0,8,1
2021/1/2,-8.5,8,1,5.5,0,8,1,8.73,8,1,28,0,8,1,1.8,8,1,4.5,8,1,11,0,8,1,1012.1,8,1,8.0,0,8,1
2021/1/3,-6.3,8,1,3.0,0,8,1,4.54,8,1,31,0,8,1,1.4,8,1,9.8,8,1,8,0,8,1,1014.8,8,1,1.0,0,8,1
2021/1/4,-6.4,8,1,0.5,0,8,1,3.96,8,1,28,0,8,1,1.8,8,1,6.8,8,1,0,1,8,1,1017.0,8,1,2.1,0,8,1
2021/1/5,-6.8,8,1,0,1,8,1,7.90,8,1,24,0,8,1,2.4,8,1,4.0,8,1,0,1,8,1,1016.9,8,1,6.8,0,8,1
2021/1/6,-7.4,8,1,0,1,8,1,8.48,8,1,22,0,8,1,1.4,8,1,2.0,8,1,0,1,8,1,1013.3,8,1,7.6,0,8,1
2021/1/7,-6.1,8,1,4.0,0,8,1,4.35,8,1,26,0,8,1,2.4,8,1,10.0,8,1,6,0,8,1,999.4,8,1,0.9,0,8,1
2021/1/8,-5.7,8,1,10.5,0,8,1,6.61,8,1,39,0,8,1,4.2,8,1,5.8,8,1,13,0,8,1,998.3,8,1,3.2,0,8,1
2021/1/9,-6.3,8,1,0.0,0,8,1,8.98,8,1,34,0,8,1,3.4,8,1,4.3,8,1,0,1,8,1,1002.3,8,1,6.2,0,8,1
2021/1/10,-7.1,8,1,0.0,0,8,1,9.63,8,1,31,0,8,1,2.1,8,1,2.0,8,1,0,1,8,1,1008.6,8,1,7.5,0,8,1
2021/1/11,-6.6,8,1,0.0,0,8,1,6.16,8,1,30,0,8,1,2.1,8,1,6.8,8,1,0,1,8,1,1017.1,8,1,4.6,0,8,1
2021/1/12,-2.8,8,1,1.0,0,8,1,6.16,8,1,31,0,8,1,3.3,8,1,10.0,8,1,3,0,8,1,1012.8,8,1,3.6,0,8,1
2021/1/13,0.3,8,1,7.0,0,8,1,4.76,8,1,39,0,8,1,2.5,8,1,9.5,8,1,10,0,8,1,1003.9,8,1,1.2,0,8,1
2021/1/14,-2.3,8,1,5.0,0,8,1,3.35,8,1,42,0,8,1,4.3,8,1,8.3,8,1,8,0,8,1,1008.3,8,1,0.2,0,8,1
2021/1/15,-3.3,8,1,1.0,0,8,1,5.13,8,1,39,0,8,1,3.3,8,1,7.0,8,1,0,1,8,1,1017.7,8,1,1.5,0,8,1
2021/1/16,0.4,8,1,11.5,0,8,1,5.81,8,1,41,0,8,1,7.0,8,1,6.3,8,1,11,0,8,1,1001.8,8,1,3.0,0,8,1
2021/1/17,-5.6,8,1,4.0,0,8,1,6.61,8,1,42,0,8,1,2.0,8,1,8.3,8,1,8,0,8,1,1009.4,8,1,3.6,0,8,1
2021/1/18,-5.5,8,1,1.0,0,8,1,6.00,8,1,42,0,8,1,2.0,8,1,7.0,8,1,1,0,8,1,1008.8,8,1,1.8,0,8,1
2021/1/19,-7.2,8,1,11.0,0,8,1,2.37,8,1,55,0,8,1,4.4,8,1,9.3,8,1,16,0,8,1,1009.9,8,1,0.3,0,8,1
2021/1/20,-5.9,8,1,0.0,0,8,1,7.47,8,1,52,0,8,1,3.9,8,1,4.3,8,1,0,1,8,1,1021.0,8,1,5.7,0,8,1
2021/1/21,-0.7,8,1,0.5,0,8,1,4.96,8,1,46,0,8,1,2.6,8,1,7.8,8,1,0,1,8,1,1015.3,8,1,2.1,0,8,1
2021/1/22,-1.1,8,1,0.0,0,8,1,6.76,8,1,43,0,8,1,4.7,8,1,7.5,8,1,0,1,8,1,1014.3,8,1,3.6,0,8,1
2021/1/23,-4.6,8,1,4.0,0,8,1,4.59,8,1,57,0,8,1,2.1,8,1,6.8,8,1,15,0,8,1,1023.1,8,1,0.0,0,8,1
2021/1/24,-6.2,8,1,0,1,8,1,10.24,8,1,54,0,8,1,1.2,8,1,0.0,8,1,0,1,8,1,1022.9,8,1,8.8,0,8,1
2021/1/25,-1.6,8,1,0.0,0,8,1,8.82,8,1,47,0,8,1,2.5,8,1,4.5,8,1,0,1,8,1,1023.8,8,1,5.5,0,8,1
2021/1/26,-2.2,8,1,0.5,0,8,1,8.35,8,1,41,0,8,1,4.3,8,1,7.0,8,1,0,1,8,1,1021.8,8,1,6.2,0,8,1
2021/1/27,1.6,8,1,1.5,0,8,1,6.40,8,1,40,0,8,1,6.0,8,1,9.0,8,1,0,1,8,1,1006.9,8,1,2.5,0,8,1
2021/1/28,-3.2,8,1,0.0,0,8,1,6.54,8,1,37,0,8,1,3.1,8,1,8.5,8,1,0,1,8,1,1012.0,8,1,2.7,0,8,1
2021/1/29,-1.4,8,1,12.5,0,8,1,2.73,8,1,56,0,8,1,4.4,8,1,10.0,8,1,20,0,8,1,991.6,8,1,0.0,0,8,1
2021/1/30,-2.3,8,1,4.5,0,8,1,4.90,8,1,55,0,8,1,4.8,8,1,7.8,8,1,3,0,8,1,1002.6,8,1,0.8,0,8,1
2021/1/31,-4.4,8,1,0.0,0,8,1,12.12,8,1,54,0,8,1,3.7,8,1,6.5,8,1,0,1,8,1,1016.7,8,1,8.5,0,8,1
2021/2/1,-1.2,8,1,2.0,0,8,1,9.71,8,1,51,0,8,1,6.5,8,1,6.3,8,1,0,1,8,1,1011.5,8,1,6.2,0,8,1
2021/2/2,-2.7,8,1,1.0,0,8,1,10.33,8,1,47,0,8,1,4.9,8,1,8.5,8,1,0,1,8,1,998.4,8,1,5.4,0,8,1
2021/2/3,-10.0,8,1,1.0,0,8,1,6.05,8,1,47,0,8,1,3.3,8,1,9.8,8,1,1,0,8,1,1006.5,8,1,0.5,0,8,1
2021/2/4,-8.2,8,1,0.5,0,8,1,7.04,8,1,47,0,8,1,3.1,8,1,5.5,8,1,0,1,8,1,1005.6,8,1,1.8,0,8,1
2021/2/5,-6.1,8,1,1.0,0,8,1,6.88,8,1,47,0,8,1,3.4,8,1,7.8,8,1,2,0,8,1,1008.6,8,1,1.0,0,8,1
2021/2/6,0.0,8,1,3.0,0,8,1,3.18,8,1,47,0,8,1,2.3,8,1,10.0,8,1,3,0,8,1,1005.2,8,1,0.0,0,8,1
2021/2/7,-2.6,8,1,6.0,0,8,1,8.80,8,1,56,0,8,1,3.8,8,1,9.8,8,1,10,0,8,1,1005.4,8,1,3.9,0,8,1
2021/2/8,-6.5,8,1,3.0,0,8,1,10.20,8,1,61,0,8,1,3.3,8,1,5.5,8,1,5,0,8,1,1002.4,8,1,6.0,0,8,1
2021/2/9,-4.4,8,1,0.0,0,8,1,11.07,8,1,55,0,8,1,4.1,8,1,7.5,8,1,0,1,8,1,1005.2,8,1,5.3,0,8,1
2021/2/10,-2.4,8,1,0.5,0,8,1,6.21,8,1,52,0,8,1,3.0,8,1,9.5,8,1,1,0,8,1,1007.8,8,1,0.4,0,8,1
2021/2/11,-1.2,8,1,0.5,0,8,1,6.68,8,1,53,0,8,1,3.9,8,1,9.8,8,1,2,0,8,1,1014.7,8,1,1.9,0,8,1
2021/2/12,-0.3,8,1,0,1,8,1,12.53,8,1,51,0,8,1,1.8,8,1,6.8,8,1,0,1,8,1,1025.1,8,1,7.7,0,8,1
2021/2/13,1.0,8,1,0,1,8,1,9.90,8,1,49,0,8,1,1.4,8,1,9.3,8,1,0,1,8,1,1022.1,8,1,5.1,0,8,1
2021/2/14,1.8,8,1,0,1,8,1,9.84,8,1,47,0,8,1,1.1,8,1,7.0,8,1,0,1,8,1,1014.6,8,1,6.3,0,8,1
2021/2/15,3.8,8,1,10.0,0,8,1,3.04,8,1,45,0,8,1,2.5,8,1,10.0,8,1,0,1,8,1,995.5,8,1,0.0,0,8,1
2021/2/16,-0.3,8,1,10.5,0,8,1,3.75,8,1,43,0,8,1,2.8,8,1,10.0,8,1,4,0,8,1,975.1,8,1,0.0,0,8,1
2021/2/17,-3.4,8,1,1.5,0,8,1,9.55,8,1,45,0,8,1,3.5,8,1,10.0,8,1,2,0,8,1,986.3,8,1,1.1,0,8,1
2021/2/18,0.1,8,1,14.0,0,8,1,8.08,8,1,50,0,8,1,6.9,8,1,10.0,8,1,10,0,8,1,992.3,8,1,2.0,0,8,1
2021/2/19,0.4,8,1,0.5,0,8,1,11.01,8,1,53,0,8,1,3.0,8,1,9.5,8,1,3,0,8,1,1001.2,8,1,4.8,0,8,1
2021/2/20,2.4,8,1,2.0,0,8,1,10.43,8,1,46,0,8,1,4.0,8,1,10.0,8,1,1,0,8,1,993.2,8,1,4.4,0,8,1
2021/2/21,-1.6,8,1,0,1,8,1,15.61,8,1,41,0,8,1,3.7,8,1,5.5,8,1,0,1,8,1,1005.3,8,1,8.6,0,8,1
2021/2/22,-0.9,8,1,0.5,0,8,1,11.53,8,1,39,0,8,1,2.2,8,1,8.0,8,1,1,0,8,1,1006.2,8,1,5.6,0,8,1
2021/2/23,-1.8,8,1,5.0,0,8,1,9.15,8,1,46,0,8,1,4.5,8,1,7.8,8,1,7,0,8,1,1002.0,8,1,3.9,0,8,1
2021/2/24,-4.2,8,1,1.0,0,8,1,12.27,8,1,45,0,8,1,4.5,8,1,6.5,8,1,1,0,8,1,1010.5,8,1,8.0,0,8,1
2021/2/25,-4.0,8,1,0,1,8,1,13.92,8,1,43,0,8,1,3.1,8,1,5.5,8,1,0,1,8,1,1016.9,8,1,8.0,0,8,1
2021/2/26,-4.2,8,1,10.0,0,8,1,13.78,8,1,58,0,8,1,3.5,8,1,6.5,8,1,16,0,8,1,1015.7,8,1,6.5,0,8,1
2021/2/27,-4.0,8,1,5.0,0,8,1,7.42,8,1,61,0,8,1,2.9,8,1,9.8,8,1,6,0,8,1,1025.6,8,1,0.8,0,8,1
2021/2/28,-0.9,8,1,0,1,8,1,15.79,8,1,57,0,8,1,2.2,8,1,8.5,8,1,0,1,8,1,1023.2,8,1,9.0,0,8,1
2021/3/1,0.6,8,1,6.0,0,8,1,4.99,8,1,55,0,8,1,3.2,8,1,10.0,8,1,8,0,8,1,1018.0,8,1,0.0,0,8,1
2021/3/2,-2.0,8,1,32.0,0,8,1,1.64,8,1,79,0,8,1,4.0,8,1,9.5,8,1,24,0,8,1,1007.9,8,1,0.0,0,8,1
2021/3/3,-4.3,8,1,0.5,0,8,1,13.03,8,1,78,0,8,1,2.9,8,1,7.8,8,1,4,0,8,1,1024.0,8,1,4.8,0,8,1
2021/3/4,0.0,8,1,0,1,8,1,17.19,8,1,75,0,8,1,5.5,8,1,5.5,8,1,0,1,8,1,1024.9,8,1,10.1,0,8,1
2021/3/5,5.7,8,1,0.0,0,8,1,13.54,8,1,65,0,8,1,5.0,8,1,5.3,8,1,0,1,8,1,1014.0,8,1,7.4,0,8,1
2021/3/6,-3.6,8,1,5.5,0,8,1,11.92,8,1,58,0,8,1,7.1,8,1,9.8,8,1,8,0,8,1,1018.4,8,1,3.7,0,8,1
2021/3/7,-2.6,8,1,0.0,0,8,1,16.89,8,1,55,0,8,1,3.0,8,1,6.3,8,1,0,1,8,1,1023.3,8,1,7.5,0,8,1
2021/3/8,-0.5,8,1,0.5,0,8,1,13.39,8,1,52,0,8,1,3.2,8,1,5.3,8,1,0,1,8,1,1021.1,8,1,6.5,0,8,1
2021/3/9,1.2,8,1,0.0,0,8,1,18.37,8,1,50,0,8,1,3.5,8,1,1.3,8,1,0,1,8,1,1017.8,8,1,10.7,0,8,1
2021/3/10,2.1,8,1,4.5,0,8,1,4.40,8,1,47,0,8,1,6.7,8,1,8.3,8,1,0,1,8,1,1012.1,8,1,0.3,0,8,1
2021/3/11,2.9,8,1,0.0,0,8,1,14.68,8,1,47,0,8,1,1.6,8,1,5.0,8,1,0,1,8,1,1020.3,8,1,6.8,0,8,1
2021/3/12,3.3,8,1,0.0,0,8,1,18.38,8,1,44,0,8,1,2.6,8,1,4.0,8,1,0,1,8,1,1021.2,8,1,10.3,0,8,1
2021/3/13,3.5,8,1,0,1,8,1,17.98,8,1,40,0,8,1,3.5,8,1,7.5,8,1,0,1,8,1,1017.9,8,1,8.9,0,8,1
2021/3/14,5.8,8,1,0.0,0,8,1,12.51,8,1,37,0,8,1,3.4,8,1,7.3,8,1,0,1,8,1,1006.8,8,1,3.0,0,8,1
2021/3/15,5.2,8,1,0,1,8,1,19.81,8,1,34,0,8,1,3.7,8,1,0.0,8,1,0,1,8,1,1008.8,8,1,11.1,0,8,1
2021/3/16,6.0,8,1,0.0,0,8,1,11.19,8,1,28,0,8,1,2.8,8,1,10.0,8,1,0,1,8,1,1001.3,8,1,2.6,0,8,1
2021/3/17,3.4,8,1,2.0,0,8,1,10.68,8,1,23,0,8,1,4.6,8,1,8.5,8,1,0,1,8,1,1004.4,8,1,3.0,0,8,1
2021/3/18,2.1,8,1,3.0,0,8,1,4.33,8,1,20,0,8,1,4.3,5,1,10.0,8,1,3,0,8,1,1013.9,8,1,0.0,0,8,1
2021/3/19,2.0,8,1,4.0,0,8,1,10.83,8,1,22,0,8,1,2.9,8,1,9.5,8,1,2,0,8,1,1018.3,8,1,2.0,0,8,1
2021/3/20,2.1,8,1,0.0,0,8,1,17.28,8,1,18,0,8,1,3.6,8,1,7.5,8,1,0,1,8,1,1020.6,8,1,7.6,0,8,1
2021/3/21,3.3,8,1,10.0,0,8,1,3.07,8,1,15,0,8,1,4.6,8,1,10.0,8,1,1,0,8,1,1002.4,8,1,0.0,0,8,1
2021/3/22,5.2,8,1,1.5,0,8,1,11.64,8,1,9,0,8,1,3.7,8,1,7.3,8,1,0,1,8,1,997.3,8,1,4.4,0,8,1
2021/3/23,5.8,8,1,0.5,0,8,1,16.87,8,1,5,0,8,1,2.8,5,1,9.3,8,1,0,1,8,1,1010.1,8,1,6.7,0,8,1
2021/3/24,10.3,8,1,0,1,8,1,16.04,8,1,0,1,8,1,3.3,5,1,6.5,8,1,0,1,8,1,1013.9,8,1,6.7,0,8,1
2021/3/25,9.5,8,1,0.0,0,8,1,8.75,8,1,0,1,8,1,1.9,8,1,10.0,8,1,0,1,8,1,1013.6,8,1,0.0,0,8,1
2021/3/26,5.9,8,1,5.5,0,8,1,11.69,8,1,0,1,8,1,5.0,8,1,9.5,8,1,0,1,8,1,1012.8,8,1,2.2,0,8,1
2021/3/27,6.4,8,1,0,1,8,1,20.23,8,1,0,1,8,1,3.5,8,1,7.5,8,1,0,1,8,1,1017.7,8,1,9.6,0,8,1
2021/3/28,8.8,8,1,0.5,0,8,1,16.88,8,1,0,1,8,1,6.1,8,1,9.3,8,1,0,1,8,1,1009.3,8,1,7.0,0,8,1
2021/3/29,11.9,8,1,3.5,0,8,1,12.12,8,1,0,1,8,1,4.5,8,1,9.5,8,1,0,1,8,1,996.4,8,1,3.0,0,8,1
2021/3/30,10.3,8,1,0.0,0,8,1,13.44,8,1,0,1,8,1,3.8,8,1,6.3,8,1,0,1,8,1,1004.5,8,1,4.7,0,8,1
2021/3/31,8.5,8,1,0,1,8,1,20.88,8,1,0,1,8,1,3.2,8,1,0.3,8,1,0,1,8,1,1010.3,8,1,11.1,0,8,1
2021/4/1,7.4,8,1,0,1,8,1,22.26,8,1,0,1,8,1,3.7,8,1,2.0,8,1,0,1,8,1,1018.9,8,1,10.4,0,8,1
2021/4/2,8.4,8,1,0,1,8,1,21.18,8,1,0,1,8,1,3.4,8,1,5.0,8,1,0,1,8,1,1025.0,8,1,11.0,0,8,1
2021/4/3,9.1,8,1,0.5,0,8,1,4.23,8,1,0,1,8,1,3.6,8,1,10.0,8,1,0,1,8,1,1014.1,8,1,0.0,0,8,1
2021/4/4,6.3,8,1,5.0,0,8,1,7.22,8,1,0,1,8,1,3.6,8,1,10.0,8,1,0,1,8,1,1009.8,8,1,0.5,0,8,1
2021/4/5,5.9,8,1,0,1,8,1,23.69,8,1,0,1,8,1,5.0,8,1,2.8,8,1,0,1,8,1,1014.7,8,1,10.5,0,8,1
2021/4/6,5.5,8,1,0,1,8,1,23.10,8,1,0,1,8,1,6.5,8,1,7.0,8,1,0,1,8,1,1017.3,8,1,11.3,0,8,1
2021/4/7,6.1,8,1,0.5,0,8,1,22.28,8,1,0,1,8,1,4.7,8,1,10.0,8,1,0,1,8,1,1010.2,8,1,9.7,0,8,1
2021/4/8,2.6,8,1,0.0,0,8,1,16.58,8,1,0,1,8,1,3.4,8,1,5.8,8,1,0,1,8,1,1009.6,8,1,6.1,0,8,1
2021/4/9,2.5,8,1,0.0,0,8,1,17.02,8,1,0,1,8,1,4.6,8,1,6.0,8,1,0,1,8,1,1013.7,8,1,5.5,0,8,1
2021/4/10,7.1,8,1,0,1,8,1,22.10,8,1,0,1,8,1,3.9,8,1,7.5,8,1,0,1,8,1,1025.5,8,1,9.8,0,8,1
2021/4/11,8.4,8,1,0,1,8,1,24.39,8,1,0,1,8,1,1.8,8,1,1.0,8,1,0,1,8,1,1028.8,8,1,12.4,0,8,1
2021/4/12,10.9,8,1,0,1,8,1,21.53,8,1,0,1,8,1,3.8,8,1,5.0,8,1,0,1,8,1,1024.0,8,1,9.3,0,8,1
2021/4/13,10.3,8,1,3.5,0,8,1,8.38,8,1,0,1,8,1,7.0,8,1,9.5,8,1,0,1,8,1,1005.9,8,1,1.0,0,8,1
2021/4/14,5.4,8,1,0.0,0,8,1,17.65,8,1,0,1,8,1,4.3,8,1,6.8,8,1,0,1,8,1,1005.9,8,1,4.9,0,8,1
2021/4/15,6.6,8,1,0.0,0,8,1,16.24,8,1,0,1,8,1,3.3,8,1,3.8,8,1,0,1,8,1,1014.1,8,1,7.8,0,8,1
2021/4/16,9.2,8,1,0,1,8,1,18.75,8,1,0,1,8,1,5.9,8,1,7.5,8,1,0,1,8,1,1020.8,8,1,8.2,0,8,1
2021/4/17,8.7,8,1,6.5,0,8,1,4.35,8,1,0,1,8,1,5.0,8,1,10.0,8,1,0,1,8,1,1013.4,8,1,0.0,0,8,1
2021/4/18,8.1,8,1,45.0,0,8,1,3.30,8,1,0,1,8,1,2.8,8,1,10.0,8,1,0,1,8,1,991.3,8,1,0.0,0,8,1
2021/4/19,10.0,8,1,4.5,0,8,1,18.00,8,1,0,1,8,1,6.7,8,1,7.0,8,1,0,1,8,1,993.3,8,1,6.5,0,8,1
2021/4/20,10.4,8,1,0,1,8,1,21.06,8,1,0,1,8,1,5.1,8,1,2.8,8,1,0,1,8,1,1003.6,8,1,10.6,0,8,1
2021/4/21,7.9,8,1,0,1,8,1,25.82,8,1,0,1,8,1,6.3,8,1,0.0,8,1,0,1,8,1,1012.9,8,1,12.2,0,8,1
2021/4/22,7.4,8,1,0,1,8,1,24.16,8,1,0,1,8,1,7.2,8,1,5.0,8,1,0,1,8,1,1019.6,8,1,9.4,0,8,1
2021/4/23,9.3,8,1,0,1,8,1,26.47,8,1,0,1,8,1,2.6,8,1,0.0,8,1,0,1,8,1,1020.7,8,1,12.6,0,8,1
2021/4/24,11.6,8,1,0.0,0,8,1,15.68,8,1,0,1,8,1,2.5,8,1,9.0,8,1,0,1,8,1,1012.7,8,1,4.5,0,8,1
