ダウンロードした時刻：2023/02/19 20:16:14

,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋
2020/11/20,19.7,8,1,13.5,0,8,1,4.38,8,1,0,1,8,1,3.7,8,1,10.0,8,1,0,1,8,1,1004.1,8,1,0.7,0,8,1
2020/11/21,14.4,8,1,0,1,8,1,14.05,8,1,0,1,8,1,5.0,8,1,1.5,8,1,0,1,8,1,1011.3,8,1,9.7,0,8,1
2020/11/22,14.2,8,1,0.0,0,8,1,7.17,8,1,0,1,8,1,1.6,8,1,8.5,8,1,0,1,8,1,1012.7,8,1,2.1,0,8,1
2020/11/23,15.1,8,1,0.0,0,8,1,12.95,8,1,0,1,8,1,4.6,8,1,3.5,8,1,0,1,8,1,1010.4,8,1,8.6,0,8,1
2020/11/24,12.3,8,1,0,1,8,1,13.61,8,1,0,1,8,1,2.8,8,1,2.5,8,1,0,1,8,1,1016.7,8,1,9.8,0,8,1
2020/11/25,12.6,8,1,0,1,8,1,8.52,8,1,0,1,8,1,2.0,5,1,3.3,8,1,0,1,5,1,1015.4,8,1,4.2,0,8,1
2020/11/26,13.3,8,1,0,1,8,1,12.48,8,1,0,1,8,1,2.4,8,1,4.5,8,1,0,1,8,1,1014.3,8,1,9.1,0,8,1
2020/11/27,14.0,8,1,0.0,0,8,1,12.47,8,1,0,1,8,1,2.6,8,1,5.5,8,1,0,1,8,1,1011.9,8,1,9.2,0,8,1
2020/11/28,12.0,8,1,0.0,0,8,1,11.45,8,1,0,1,8,1,4.8,8,1,5.8,8,1,0,1,8,1,1010.0,8,1,7.5,0,8,1
2020/11/29,9.9,8,1,0,1,8,1,9.36,8,1,0,1,8,1,1.9,8,1,7.8,8,1,0,1,8,1,1015.9,8,1,5.5,0,8,1
2020/11/30,10.5,8,1,0,1,8,1,11.13,8,1,0,1,8,1,3.3,8,1,6.5,8,1,0,1,8,1,1019.0,8,1,7.2,0,8,1
2020/12/1,9.7,8,1,0,1,8,1,12.76,8,1,0,1,8,1,2.8,8,1,2.0,8,1,0,1,8,1,1021.1,8,1,9.4,0,8,1
2020/12/2,10.7,8,1,0,1,8,1,9.96,8,1,0,1,8,1,1.9,8,1,3.0,8,1,0,1,8,1,1016.9,8,1,5.6,0,8,1
2020/12/3,11.0,8,1,0,1,8,1,11.43,8,1,0,1,8,1,3.9,8,1,1.3,8,1,0,1,8,1,1012.2,8,1,7.9,0,8,1
2020/12/4,10.3,8,1,0,1,8,1,12.86,8,1,0,1,8,1,3.6,8,1,2.5,8,1,0,1,8,1,1015.1,8,1,9.5,0,8,1
2020/12/5,10.9,8,1,0,1,8,1,12.40,8,1,0,1,8,1,3.1,8,1,2.8,8,1,0,1,8,1,1017.7,8,1,9.1,0,8,1
2020/12/6,9.5,8,1,0,1,8,1,11.85,8,1,0,1,8,1,2.0,8,1,0.8,8,1,0,1,8,1,1017.7,8,1,8.7,0,8,1
2020/12/7,10.9,8,1,0,1,8,1,12.18,8,1,0,1,8,1,2.7,8,1,1.0,8,1,0,1,8,1,1015.3,8,1,9.3,0,8,1
2020/12/8,11.5,8,1,0,1,8,1,11.71,8,1,0,1,8,1,3.8,8,1,1.0,8,1,0,1,8,1,1013.3,8,1,8.1,0,8,1
2020/12/9,9.1,8,1,0,1,8,1,9.24,8,1,0,1,8,1,1.5,8,1,8.5,8,1,0,1,8,1,1015.8,8,1,5.3,0,8,1
2020/12/10,9.9,8,1,0,1,8,1,11.70,8,1,0,1,8,1,2.2,8,1,6.8,8,1,0,1,8,1,1012.6,8,1,8.8,0,8,1
2020/12/11,10.5,8,1,0,1,8,1,9.89,8,1,0,1,8,1,1.4,8,1,7.3,8,1,0,1,8,1,1010.0,8,1,5.7,0,8,1
2020/12/12,11.1,8,1,0,1,8,1,7.92,8,1,0,1,8,1,3.3,8,1,7.8,8,1,0,1,8,1,1003.5,8,1,5.0,0,8,1
2020/12/13,9.0,8,1,0.0,0,8,1,5.45,8,1,0,1,8,1,3.2,8,1,5.5,8,1,0,1,8,1,1006.1,8,1,2.2,0,8,1
2020/12/14,8.0,8,1,0.0,0,8,1,5.86,8,1,0,1,8,1,4.1,8,1,7.5,8,1,0,1,8,1,1005.2,8,1,2.2,0,8,1
2020/12/15,3.0,8,1,5.0,0,8,1,4.50,8,1,0,1,8,1,4.2,8,1,10.0,8,1,0,1,8,1,1009.8,8,1,1.1,0,8,1
2020/12/16,2.4,8,1,5.5,0,8,1,9.07,8,1,0,0,8,1,4.0,8,1,9.8,8,1,0,1,8,1,1010.2,8,1,3.9,0,8,1
2020/12/17,3.0,8,1,0.0,0,8,1,11.73,8,1,0,0,8,1,3.4,8,1,5.8,8,1,0,1,8,1,1014.2,8,1,7.8,0,8,1
2020/12/18,4.7,8,1,0.0,0,8,1,9.45,8,1,0,1,8,1,1.6,8,1,7.8,8,1,0,1,8,1,1015.0,8,1,5.7,0,8,1
2020/12/19,5.1,8,1,0.0,0,8,1,8.74,8,1,0,1,8,1,3.6,8,1,7.0,8,1,0,1,8,1,1012.8,8,1,3.9,0,8,1
2020/12/20,3.6,8,1,0,1,8,1,11.46,8,1,0,1,8,1,3.2,8,1,2.0,8,1,0,1,8,1,1016.1,8,1,8.4,0,8,1
2020/12/21,4.4,8,1,0,1,8,1,10.46,8,1,0,1,8,1,2.4,8,1,4.0,8,1,0,1,8,1,1017.6,8,1,6.7,0,8,1
2020/12/22,6.0,8,1,0.0,0,8,1,12.04,8,1,0,1,8,1,1.5,8,1,2.5,8,1,0,1,8,1,1017.0,8,1,9.0,0,8,1
2020/12/23,6.7,8,1,0,1,8,1,11.00,8,1,0,1,8,1,2.1,8,1,6.5,8,1,0,1,8,1,1016.4,8,1,6.7,0,8,1
2020/12/24,5.7,8,1,0.0,0,8,1,3.26,8,1,0,1,8,1,1.6,8,1,9.5,8,1,0,1,8,1,1009.6,8,1,0.2,0,8,1
2020/12/25,5.3,8,1,2.0,0,8,1,1.46,8,1,0,1,8,1,3.0,8,1,8.5,8,1,0,1,8,1,1006.7,8,1,0.0,0,8,1
2020/12/26,5.3,8,1,0.0,0,8,1,9.59,8,1,0,1,8,1,2.6,8,1,9.0,8,1,0,1,8,1,1015.4,8,1,4.8,0,8,1
2020/12/27,7.3,8,1,0.0,0,8,1,10.67,8,1,0,1,8,1,1.6,8,1,7.3,8,1,0,1,8,1,1016.6,8,1,7.4,0,8,1
2020/12/28,8.6,8,1,5.0,0,8,1,8.69,8,1,0,1,8,1,2.9,8,1,5.5,8,1,0,1,8,1,1013.9,8,1,5.3,0,8,1
2020/12/29,7.7,8,1,0,1,8,1,7.75,8,1,0,1,8,1,1.7,8,1,7.5,8,1,0,1,8,1,1011.5,8,1,4.5,0,8,1
2020/12/30,7.2,8,1,3.0,0,8,1,7.68,8,1,0,1,8,1,5.1,8,1,7.3,8,1,0,1,8,1,993.9,8,1,3.9,0,8,1
2020/12/31,1.4,8,1,1.5,0,8,1,4.81,8,1,0,0,8,1,3.1,8,1,8.5,8,1,0,1,8,1,1006.5,8,1,2.2,0,8,1
2021/1/1,3.0,8,1,0.0,0,8,1,7.01,8,1,0,1,8,1,3.8,8,1,5.3,8,1,0,1,8,1,1012.2,8,1,2.5,0,8,1
2021/1/2,3.7,8,1,0.0,0,8,1,10.63,8,1,0,1,8,1,2.7,8,1,4.3,8,1,0,1,8,1,1013.7,8,1,6.4,0,8,1
2021/1/3,4.0,8,1,0.0,0,8,1,4.16,8,1,0,1,8,1,2.0,8,1,10.0,8,1,0,1,8,1,1017.7,8,1,1.2,0,8,1
2021/1/4,5.6,8,1,0,1,8,1,11.00,8,1,0,1,8,1,2.6,8,1,5.3,8,1,0,1,8,1,1020.2,8,1,6.7,0,8,1
2021/1/5,5.3,8,1,0.0,0,8,1,6.06,8,1,0,1,8,1,1.8,8,1,9.3,8,1,0,1,8,1,1014.9,8,1,1.1,0,8,1
2021/1/6,6.5,8,1,0,1,8,1,10.84,8,1,0,1,8,1,2.9,8,1,8.5,8,1,0,1,8,1,1008.6,8,1,5.4,0,8,1
2021/1/7,3.3,8,1,0.0,0,8,1,8.27,8,1,0,1,8,1,4.9,8,1,9.8,8,1,0,1,8,1,1004.6,8,1,4.5,0,8,1
2021/1/8,0.0,8,1,0,1,8,1,9.75,8,1,0,1,8,1,3.5,8,1,1.5,8,1,0,1,8,1,1006.1,8,1,6.3,0,8,1
2021/1/9,0.5,8,1,0,1,8,1,13.04,8,1,0,1,8,1,2.4,8,1,1.5,8,1,0,1,8,1,1007.1,8,1,8.7,0,8,1
2021/1/10,1.3,8,1,0.0,0,8,1,11.99,8,1,0,1,8,1,2.4,8,1,3.5,8,1,0,1,8,1,1012.9,8,1,7.7,0,8,1
2021/1/11,2.2,8,1,0.0,0,8,1,6.72,8,1,0,1,8,1,1.8,8,1,8.0,8,1,0,1,8,1,1016.6,8,1,2.0,0,8,1
2021/1/12,2.9,8,1,1.5,0,8,1,2.11,8,1,0,1,8,1,1.8,8,1,8.8,8,1,0,1,8,1,1009.3,8,1,0.2,0,8,1
2021/1/13,3.8,8,1,0,1,8,1,12.39,8,1,0,1,8,1,2.2,8,1,0.8,8,1,0,1,8,1,1011.1,8,1,9.4,0,8,1
2021/1/14,6.3,8,1,0.0,0,8,1,10.27,8,1,0,1,8,1,2.6,8,1,2.3,8,1,0,1,8,1,1014.3,8,1,7.0,0,8,1
2021/1/15,7.0,8,1,0,1,8,1,12.31,8,1,0,1,8,1,1.5,8,1,2.0,8,1,0,1,8,1,1014.6,8,1,9.0,0,8,1
2021/1/16,6.8,8,1,0.0,0,8,1,7.03,8,1,0,1,8,1,2.2,8,1,6.8,8,1,0,1,8,1,1008.5,8,1,3.6,0,8,1
2021/1/17,4.7,8,1,0.0,0,8,1,5.63,8,1,0,1,8,1,3.2,8,1,9.0,8,1,0,1,8,1,1010.5,8,1,1.1,0,8,1
2021/1/18,4.2,8,1,0.0,0,8,1,12.68,8,1,0,1,8,1,3.4,8,1,3.5,8,1,0,1,8,1,1010.0,8,1,9.3,0,8,1
2021/1/19,3.1,8,1,0.0,0,8,1,11.28,8,1,0,1,8,1,5.5,8,1,4.0,8,1,0,1,8,1,1016.3,8,1,6.8,0,8,1
2021/1/20,3.1,8,1,0,1,8,1,13.91,8,1,0,1,8,1,2.5,8,1,0.3,8,1,0,1,8,1,1022.6,8,1,9.9,0,8,1
2021/1/21,5.4,8,1,0,1,8,1,13.38,8,1,0,1,8,1,1.5,8,1,3.5,8,1,0,1,8,1,1019.3,8,1,8.9,0,8,1
2021/1/22,7.7,8,1,0.5,0,8,1,4.14,8,1,0,1,8,1,1.8,8,1,10.0,8,1,0,1,8,1,1012.7,8,1,0.0,0,8,1
2021/1/23,8.3,8,1,19.0,0,8,1,1.40,8,1,0,1,8,1,2.4,8,1,10.0,8,1,0,1,8,1,1010.2,8,1,0.0,0,8,1
2021/1/24,8.2,8,1,10.5,0,8,1,2.81,8,1,0,1,8,1,2.5,8,1,10.0,8,1,0,1,8,1,1011.5,8,1,0.0,0,8,1
2021/1/25,9.0,8,1,0,1,8,1,13.93,8,1,0,1,8,1,2.4,8,1,1.3,8,1,0,1,8,1,1017.8,8,1,9.3,0,8,1
2021/1/26,9.6,8,1,8.0,0,8,1,10.44,8,1,0,1,8,1,2.0,8,1,9.0,8,1,0,1,8,1,1014.7,8,1,6.6,0,8,1
2021/1/27,10.9,8,1,15.0,0,8,1,10.93,8,1,0,1,8,1,4.9,8,1,5.5,8,1,0,1,8,1,1006.9,8,1,6.7,0,8,1
2021/1/28,7.7,8,1,0.0,0,8,1,4.26,8,1,0,1,8,1,1.9,8,1,10.0,8,1,0,1,8,1,1003.5,8,1,0.0,0,8,1
2021/1/29,2.4,8,1,1.5,0,8,1,11.29,8,1,0,0,8,1,6.1,8,1,9.5,8,1,0,1,8,1,1004.6,8,1,4.9,0,8,1
2021/1/30,2.8,8,1,0.5,0,8,1,12.98,8,1,2,0,8,1,3.1,8,1,7.0,8,1,2,0,8,1,1015.5,8,1,6.8,0,8,1
2021/1/31,5.7,8,1,0.0,0,8,1,15.17,8,1,0,1,8,1,3.2,8,1,3.8,8,1,0,1,8,1,1021.0,8,1,9.7,0,8,1
2021/2/1,5.1,8,1,0.0,0,8,1,7.17,8,1,0,1,8,1,1.5,8,1,5.0,8,1,0,1,8,1,1016.7,8,1,2.7,0,8,1
2021/2/2,7.6,8,1,11.5,0,8,1,13.21,8,1,0,1,8,1,4.4,8,1,6.0,8,1,0,1,8,1,1006.5,8,1,6.3,0,8,1
2021/2/3,4.0,8,1,0.0,0,8,1,6.32,8,1,0,1,8,1,4.0,8,1,6.5,8,1,0,1,8,1,1013.1,8,1,1.6,0,8,1
2021/2/4,3.8,8,1,0.0,0,8,1,4.46,8,1,0,1,8,1,2.6,8,1,5.3,8,1,0,1,8,1,1013.2,8,1,2.5,0,8,1
2021/2/5,5.5,8,1,0,1,8,1,14.58,8,1,0,1,8,1,1.8,8,1,8.0,8,1,0,1,8,1,1014.5,8,1,7.9,0,8,1
2021/2/6,9.0,8,1,0,1,8,1,15.71,8,1,0,1,8,1,2.2,8,1,2.5,8,1,0,1,8,1,1009.0,8,1,9.8,0,8,1
2021/2/7,8.7,8,1,0.0,0,8,1,9.60,8,1,0,1,8,1,3.1,8,1,4.5,8,1,0,1,8,1,1007.8,8,1,6.1,0,8,1
2021/2/8,5.8,8,1,0.0,0,8,1,13.24,8,1,0,1,8,1,3.9,8,1,4.5,8,1,0,1,8,1,1007.4,8,1,5.8,0,8,1
2021/2/9,3.4,8,1,0,1,8,1,12.81,8,1,0,1,8,1,4.2,8,1,5.3,8,1,0,1,8,1,1014.8,8,1,6.0,0,8,1
2021/2/10,7.0,8,1,0.0,0,8,1,13.98,8,1,0,1,8,1,3.1,8,1,8.5,8,1,0,1,8,1,1014.3,8,1,6.6,0,8,1
2021/2/11,8.6,8,1,0.0,0,8,1,16.42,8,1,0,1,8,1,4.1,8,1,5.0,8,1,0,1,8,1,1015.3,8,1,9.7,0,8,1
2021/2/12,9.5,8,1,0.0,0,8,1,9.00,8,1,0,1,8,1,1.7,8,1,10.0,8,1,0,1,8,1,1019.0,8,1,2.3,0,8,1
2021/2/13,12.3,8,1,0,1,8,1,10.01,8,1,0,1,8,1,1.7,8,1,7.0,8,1,0,1,8,1,1019.8,8,1,2.7,0,8,1
2021/2/14,13.9,8,1,0.0,0,8,1,9.84,8,1,0,1,8,1,2.3,8,1,8.0,8,1,0,1,8,1,1013.3,8,1,3.3,0,8,1
2021/2/15,12.6,8,1,34.0,0,8,1,4.11,8,1,0,1,8,1,4.9,8,1,7.8,8,1,0,1,8,1,992.1,8,1,0.9,0,8,1
2021/2/16,6.8,8,1,0.0,0,8,1,11.07,8,1,0,1,8,1,5.4,8,1,9.5,8,1,0,1,8,1,1000.8,8,1,3.7,0,8,1
2021/2/17,4.1,8,1,0,1,8,1,14.03,8,1,0,1,8,1,5.4,8,1,6.8,8,1,0,1,8,1,998.1,8,1,5.4,0,8,1
2021/2/18,0.5,8,1,0.5,0,8,1,10.34,8,1,1,0,8,1,3.6,8,1,7.8,8,1,1,0,8,1,1003.5,8,1,3.0,0,8,1
2021/2/19,3.6,8,1,0,1,8,1,15.16,8,1,0,1,8,1,2.6,8,1,4.3,8,1,0,1,8,1,1009.7,8,1,6.1,0,8,1
2021/2/20,6.8,8,1,0,1,8,1,17.03,8,1,0,1,8,1,1.4,8,1,1.0,8,1,0,1,8,1,1007.4,8,1,10.1,0,8,1
2021/2/21,11.3,8,1,0,1,8,1,16.57,8,1,0,1,8,1,1.3,8,1,0.0,8,1,0,1,8,1,1008.0,8,1,10.0,0,8,1
2021/2/22,13.4,8,1,0,1,8,1,17.87,8,1,0,1,8,1,1.4,8,1,0.0,8,1,0,1,8,1,1006.0,8,1,10.5,0,8,1
2021/2/23,9.4,8,1,0.0,0,8,1,11.21,8,1,0,1,8,1,5.9,8,1,6.3,8,1,0,1,8,1,1009.0,8,1,5.4,0,8,1
2021/2/24,5.5,8,1,0,1,8,1,19.26,8,1,0,1,8,1,5.8,8,1,5.3,8,1,0,1,8,1,1015.5,8,1,10.7,0,8,1
2021/2/25,7.0,8,1,0,1,8,1,18.75,8,1,0,1,8,1,2.3,8,1,6.0,8,1,0,1,8,1,1017.0,8,1,9.3,0,8,1
2021/2/26,8.7,8,1,0.5,0,8,1,5.21,8,1,0,1,8,1,3.8,8,1,10.0,8,1,0,1,8,1,1014.5,8,1,0.0,0,8,1
2021/2/27,7.8,8,1,0,1,8,1,18.06,8,1,0,1,8,1,4.5,8,1,10.0,8,1,0,1,8,1,1019.1,8,1,9.8,0,8,1
2021/2/28,8.8,8,1,0,1,8,1,15.94,8,1,0,1,8,1,1.8,8,1,8.8,8,1,0,1,8,1,1025.3,8,1,6.6,0,8,1
2021/3/1,12.9,8,1,0.5,0,8,1,11.94,8,1,0,1,8,1,2.7,8,1,9.5,8,1,0,1,8,1,1017.3,8,1,4.2,0,8,1
2021/3/2,10.8,8,1,20.5,0,8,1,2.16,8,1,0,1,8,1,6.2,8,1,7.5,8,1,0,1,8,1,1005.1,8,1,0.5,0,8,1
2021/3/3,7.3,8,1,0,1,8,1,20.91,8,1,0,1,8,1,4.7,5,1,1.0,8,1,0,1,8,1,1019.0,8,1,10.7,0,8,1
2021/3/4,10.4,8,1,0.0,0,8,1,10.11,8,1,0,1,8,1,1.6,8,1,10.0,8,1,0,1,8,1,1022.7,8,1,1.3,0,8,1
2021/3/5,11.3,8,1,14.5,0,8,1,3.45,8,1,0,1,8,1,2.0,5,1,10.0,8,1,0,1,8,1,1014.9,8,1,0.0,0,8,1
2021/3/6,12.4,8,1,0.0,0,8,1,17.30,8,1,0,1,8,1,5.3,8,1,8.0,8,1,0,1,8,1,1012.0,8,1,6.8,0,8,1
2021/3/7,8.0,8,1,0.0,0,8,1,7.51,8,1,0,1,8,1,2.7,8,1,8.5,8,1,0,1,8,1,1018.3,8,1,3.6,0,8,1
2021/3/8,9.3,8,1,6.5,0,8,1,9.92,8,1,0,1,8,1,2.6,8,1,9.8,8,1,0,1,8,1,1016.3,8,1,2.9,0,8,1
2021/3/9,9.7,8,1,0,1,8,1,10.95,8,1,0,1,8,1,1.6,8,1,7.5,8,1,0,1,8,1,1016.5,8,1,1.8,0,8,1
2021/3/10,11.2,8,1,0,1,8,1,21.11,8,1,0,1,8,1,5.3,8,1,2.3,8,1,0,1,8,1,1015.8,8,1,11.0,0,8,1
2021/3/11,10.7,8,1,0,1,8,1,19.62,8,1,0,1,8,1,2.3,8,1,7.8,8,1,0,1,8,1,1020.8,8,1,9.3,0,8,1
2021/3/12,10.3,8,1,28.5,0,8,1,2.87,8,1,0,1,8,1,2.1,8,1,10.0,8,1,0,1,8,1,1016.0,8,1,0.0,0,8,1
2021/3/13,10.6,8,1,51.5,0,8,1,6.65,8,1,0,1,8,1,5.0,8,1,7.3,8,1,0,1,8,1,1002.2,8,1,2.2,0,8,1
2021/3/14,10.0,8,1,0,1,8,1,22.20,8,1,0,1,8,1,6.8,8,1,0.0,8,1,0,1,8,1,1007.0,8,1,11.2,0,8,1
2021/3/15,11.1,8,1,0,1,8,1,21.75,8,1,0,1,8,1,3.8,8,1,2.8,8,1,0,1,8,1,1009.7,8,1,10.6,0,8,1
2021/3/16,10.6,8,1,0.0,0,8,1,6.11,8,1,0,1,8,1,1.9,8,1,9.5,8,1,0,1,8,1,1007.3,8,1,0.8,0,8,1
2021/3/17,11.1,8,1,0,1,8,1,20.78,8,1,0,1,8,1,5.3,8,1,4.3,8,1,0,1,8,1,1007.7,8,1,10.3,0,8,1
2021/3/18,11.6,8,1,0,1,8,1,22.85,8,1,0,1,8,1,2.7,5,1,1.0,8,1,0,1,8,1,1011.9,8,1,11.2,0,8,1
2021/3/19,13.7,8,1,0,1,8,1,20.57,8,1,0,1,8,1,2.8,8,1,5.3,8,1,0,1,8,1,1011.9,8,1,10.7,0,8,1
2021/3/20,15.0,8,1,2.0,0,8,1,15.80,8,1,0,1,8,1,3.4,8,1,7.8,8,1,0,1,8,1,1011.4,8,1,5.8,0,8,1
2021/3/21,15.3,8,1,27.5,0,8,1,2.68,8,1,0,1,8,1,5.0,8,1,9.8,8,1,0,1,8,1,999.7,8,1,0.0,0,8,1
2021/3/22,10.2,8,1,0,1,8,1,19.83,8,1,0,1,8,1,6.4,8,1,3.3,8,1,0,1,8,1,1005.7,8,1,9.8,0,8,1
2021/3/23,10.2,8,1,0,1,8,1,23.32,8,1,0,1,8,1,2.9,8,1,0.0,8,1,0,1,8,1,1015.1,8,1,11.6,0,8,1
2021/3/24,12.8,8,1,0,1,8,1,22.61,8,1,0,1,8,1,2.2,8,1,3.0,8,1,0,1,8,1,1017.5,8,1,11.1,0,8,1
2021/3/25,13.1,8,1,1.5,0,8,1,7.71,8,1,0,1,8,1,2.0,8,1,7.5,8,1,0,1,8,1,1013.0,8,1,0.8,0,8,1
2021/3/26,12.6,8,1,0,1,8,1,21.17,8,1,0,1,8,1,4.3,8,1,0.3,8,1,0,1,8,1,1011.7,8,1,10.4,0,8,1
2021/3/27,13.7,8,1,0,1,8,1,18.28,8,1,0,1,8,1,3.1,8,1,7.3,8,1,0,1,8,1,1015.0,8,1,6.4,0,8,1
2021/3/28,15.6,8,1,50.0,0,8,1,2.67,8,1,0,1,8,1,4.7,8,1,10.0,8,1,0,1,8,1,1005.3,8,1,0.0,0,8,1
2021/3/29,18.0,8,1,0.5,0,8,1,21.60,8,1,0,1,8,1,2.7,8,1,8.0,8,1,0,1,8,1,999.0,8,1,10.8,0,8,1
2021/3/30,17.2,8,1,0,1,8,1,16.24,8,1,0,1,8,1,2.6,8,1,8.8,8,1,0,1,8,1,1001.9,8,1,5.7,0,8,1
2021/3/31,16.2,8,1,0,1,8,1,24.24,8,1,0,1,8,1,3.2,8,1,2.5,8,1,0,1,8,1,1005.5,8,1,11.3,0,8,1
2021/4/1,17.2,8,1,0,1,8,1,20.73,8,1,0,1,8,1,2.9,8,1,8.5,8,1,0,1,8,1,1012.7,8,1,8.5,0,8,1
2021/4/2,18.2,8,1,0,1,8,1,21.49,8,1,0,1,8,1,3.2,8,1,6.8,8,1,0,1,8,1,1017.8,8,1,9.2,0,8,1
2021/4/3,17.0,8,1,0.0,0,8,1,9.87,8,1,0,1,8,1,2.6,8,1,8.8,8,1,0,1,8,1,1014.5,8,1,0.5,0,8,1
2021/4/4,15.8,8,1,23.5,0,8,1,2.15,8,1,0,1,8,1,2.1,8,1,10.0,8,1,0,1,8,1,1005.8,8,1,0.0,0,8,1
2021/4/5,14.7,8,1,0,1,8,1,22.48,8,1,0,1,8,1,5.5,8,1,7.3,8,1,0,1,8,1,1004.5,8,1,8.7,0,8,1
2021/4/6,12.9,8,1,7.0,0,8,1,16.92,8,1,0,1,8,1,2.8,8,1,8.8,8,1,0,1,8,1,1010.4,8,1,3.5,0,8,1
2021/4/7,14.6,8,1,0.0,0,8,1,25.92,8,1,0,1,8,1,4.1,8,1,2.5,8,1,0,1,8,1,1007.6,8,1,11.0,0,8,1
2021/4/8,14.4,8,1,0.0,0,8,1,20.87,8,1,0,1,8,1,3.3,8,1,5.5,8,1,0,1,8,1,1008.1,8,1,8.6,0,8,1
2021/4/9,11.8,8,1,0,1,8,1,25.92,8,1,0,1,8,1,5.6,8,1,2.8,8,1,0,1,8,1,1014.5,8,1,12.2,0,8,1
2021/4/10,11.4,8,1,0,1,8,1,26.61,8,1,0,1,8,1,3.5,8,1,5.5,8,1,0,1,8,1,1022.3,8,1,12.0,0,8,1
2021/4/11,13.6,8,1,0,1,8,1,25.86,8,1,0,1,8,1,2.6,8,1,3.0,8,1,0,1,8,1,1025.6,8,1,11.7,0,8,1
2021/4/12,15.3,8,1,0,1,8,1,20.77,8,1,0,1,8,1,3.7,8,1,6.0,8,1,0,1,8,1,1023.1,8,1,8.0,0,8,1
2021/4/13,14.9,8,1,19.5,0,8,1,4.23,8,1,0,1,8,1,3.1,8,1,10.0,8,1,0,1,8,1,1010.8,8,1,0.0,0,8,1
2021/4/14,16.1,8,1,2.5,0,8,1,19.48,8,1,0,1,8,1,5.1,8,1,5.8,8,1,0,1,8,1,1001.9,8,1,6.0,0,8,1
2021/4/15,12.2,8,1,0,1,8,1,22.29,8,1,0,1,8,1,3.6,8,1,6.8,8,1,0,1,8,1,1013.4,8,1,8.1,0,8,1
2021/4/16,14.1,8,1,0.5,0,8,1,5.57,8,1,0,1,8,1,2.4,8,1,9.8,8,1,0,1,8,1,1017.5,8,1,0.1,0,8,1
2021/4/17,13.4,8,1,89.0,0,8,1,1.86,8,1,0,1,8,1,1.9,8,1,10.0,8,1,0,1,8,1,1007.2,8,1,0.0,0,8,1
2021/4/18,10.4,8,1,1.0,0,8,1,17.19,8,1,0,1,8,1,5.2,8,1,7.3,8,1,0,1,8,1,1001.3,8,1,6.8,0,8,1
2021/4/19,13.7,8,1,0,1,8,1,27.00,8,1,0,1,8,1,3.7,8,1,0.5,8,1,0,1,8,1,1007.1,8,1,12.2,0,8,1
2021/4/20,17.0,8,1,0,1,8,1,26.21,8,1,0,1,8,1,3.5,8,1,1.0,8,1,0,1,8,1,1010.7,8,1,12.1,0,8,1
2021/4/21,19.2,8,1,0,1,8,1,26.79,8,1,0,1,8,1,4.2,8,1,0.3,8,1,0,1,8,1,1013.1,8,1,12.4,0,8,1
2021/4/22,19.9,8,1,0,1,8,1,23.61,8,1,0,1,8,1,3.4,8,1,5.8,8,1,0,1,8,1,1012.2,8,1,11.5,0,8,1
2021/4/23,16.2,8,1,0,1,8,1,19.42,8,1,0,1,8,1,2.7,8,1,7.5,8,1,0,1,8,1,1014.2,8,1,8.4,0,8,1
2021/4/24,17.1,8,1,0,1,8,1,16.16,8,1,0,1,8,1,2.0,8,1,7.5,8,1,0,1,8,1,1013.3,8,1,6.1,0,8,1
2021/4/25,16.4,8,1,0,1,8,1,24.08,8,1,0,1,8,1,5.4,8,1,5.5,8,1,0,1,8,1,1007.1,8,1,10.1,0,8,1
2021/4/26,13.8,8,1,0,1,8,1,28.55,8,1,0,1,8,1,4.7,8,1,0.0,8,1,0,1,8,1,1011.1,8,1,12.9,0,8,1
2021/4/27,14.9,8,1,0,1,8,1,21.98,8,1,0,1,8,1,2.7,8,1,9.0,8,1,0,1,8,1,1016.5,8,1,9.0,0,8,1
2021/4/28,15.8,8,1,8.0,0,8,1,7.67,8,1,0,1,8,1,2.2,8,1,10.0,8,1,0,1,8,1,1013.9,8,1,0.0,0,8,1
2021/4/29,15.9,8,1,41.0,0,8,1,3.94,8,1,0,1,8,1,5.1,8,1,10.0,8,1,0,1,8,1,1001.1,8,1,0.0,0,8,1
2021/4/30,16.9,8,1,0.0,0,8,1,24.88,8,1,0,1,8,1,3.0,8,1,4.0,8,1,0,1,8,1,999.4,8,1,9.9,0,8,1
2021/5/1,16.1,8,1,22.0,0,8,1,12.74,8,1,0,1,8,1,3.3,8,1,7.8,8,1,0,1,8,1,998.6,8,1,3.8,0,8,1
2021/5/2,13.5,8,1,1.5,0,8,1,15.73,8,1,0,1,8,1,4.6,8,1,6.8,8,1,0,1,8,1,999.1,8,1,5.2,0,8,1
2021/5/3,15.5,8,1,0,1,8,1,28.29,8,1,0,1,8,1,4.4,8,1,4.8,8,1,0,1,8,1,1010.1,8,1,12.5,0,8,1
2021/5/4,17.1,8,1,0,1,8,1,24.73,8,1,0,1,8,1,2.1,8,1,7.3,8,1,0,1,8,1,1012.3,8,1,10.1,0,8,1
